# Residuals         
# Time              	Ux                  	Uy                  	Uz                  	p                   
1823                	1.000576268200e-05	1.745903332981e-04	1.266607606381e-05	2.027934486104e-06
1824                	9.900887010370e-06	1.743092416943e-04	1.265342812974e-05	2.112047336793e-06
1825                	9.976183347886e-06	1.741479214939e-04	1.263973071979e-05	2.025950144422e-06
1826                	9.998159921228e-06	1.738668743188e-04	1.262708781462e-05	2.107643712972e-06
1827                	1.001355468962e-05	1.737042141419e-04	1.261340962217e-05	2.015578224949e-06
1828                	9.900267073509e-06	1.734239193386e-04	1.260076777492e-05	2.099658077978e-06
1829                	9.968371677865e-06	1.732619281386e-04	1.258709493608e-05	2.008422108184e-06
1830                	9.994876992553e-06	1.729821908618e-04	1.257445524141e-05	2.092463426805e-06
1831                	1.000472177763e-05	1.728209819193e-04	1.256079074692e-05	2.006818581911e-06
1832                	9.896843349122e-06	1.725410341818e-04	1.254815444412e-05	2.087770355914e-06
1833                	9.974764044400e-06	1.723784033921e-04	1.253449998802e-05	1.996365642629e-06
1834                	9.997624384586e-06	1.720990705179e-04	1.252186782034e-05	2.080087498769e-06
1835                	1.000342366277e-05	1.719370780072e-04	1.250822463358e-05	1.990220938680e-06
1836                	9.895845724170e-06	1.716583315067e-04	1.249559863782e-05	2.073713190631e-06
1837                	9.966684593226e-06	1.714966087374e-04	1.248196899257e-05	1.983700896401e-06
1838                	9.992581210232e-06	1.712183189228e-04	1.246934827434e-05	2.067081535211e-06
1839                	1.000799292936e-05	1.710572908570e-04	1.245573356834e-05	1.982540702099e-06
1840                	9.905286221942e-06	1.707788677048e-04	1.244312027400e-05	2.062810852054e-06
1841                	9.982227783608e-06	1.706169650760e-04	1.242951165632e-05	1.972932191010e-06
1842                	1.000933569711e-05	1.703388852644e-04	1.241690398187e-05	2.054513656731e-06
1843                	9.894268000344e-06	1.701773488487e-04	1.240330856967e-05	1.966485626927e-06
1844                	9.958328053853e-06	1.698999927446e-04	1.239071367587e-05	2.048189489337e-06
1845                	9.982547959387e-06	1.697400374672e-04	1.237714312348e-05	1.964006739195e-06
1846                	9.995553895987e-06	1.694626794133e-04	1.236455890098e-05	2.043513384060e-06
1847                	1.000558315895e-05	1.693014639530e-04	1.235101076351e-05	1.954400594394e-06
1848                	9.900292178238e-06	1.690247755425e-04	1.233843649328e-05	2.035963038812e-06
1849                	9.976243141190e-06	1.688650078173e-04	1.232490873658e-05	1.951781701379e-06
1850                	1.000982611551e-05	1.685884674827e-04	1.231234721244e-05	2.030274642037e-06
1851                	9.896251846735e-06	1.684276821972e-04	1.229884102377e-05	1.943105302807e-06
1852                	9.969911693561e-06	1.681519003847e-04	1.228628876905e-05	2.023793165167e-06
1853                	9.998537941849e-06	1.679958803416e-04	1.227281072930e-05	1.957775209239e-06
1854                	1.001075195036e-05	1.677153491924e-04	1.226032558920e-05	2.024011946451e-06
1855                	9.896311816919e-06	1.675571090563e-04	1.224685885628e-05	1.933747800969e-06
1856                	9.971872693396e-06	1.672823176672e-04	1.223433917393e-05	2.016475436052e-06
1857                	9.994202240761e-06	1.671225199537e-04	1.222088477238e-05	1.931108697942e-06
1858                	1.000286749702e-05	1.668488860174e-04	1.220833780527e-05	2.009631782870e-06
1859                	9.888665533289e-06	1.666879952628e-04	1.219488090143e-05	1.920145616400e-06
1860                	9.960031881972e-06	1.664144182668e-04	1.218235750624e-05	2.000806706852e-06
1861                	9.980680748532e-06	1.662543578844e-04	1.216892800651e-05	1.913912333065e-06
1862                	1.000899064316e-05	1.659813606475e-04	1.215641860855e-05	1.994356466670e-06
1863                	9.891468014153e-06	1.658217794673e-04	1.214301030231e-05	1.907536499914e-06
1864                	9.962259292585e-06	1.655490018662e-04	1.213051199850e-05	1.988229588810e-06
1865                	9.982866076455e-06	1.653891980639e-04	1.211711908227e-05	1.901619586977e-06
1866                	9.995593357547e-06	1.651168459619e-04	1.210463093084e-05	1.982286049347e-06
1867                	1.000795875995e-05	1.649004293928e-04	1.209174581186e-05	2.047949348570e-06
1868                	9.888340217446e-06	1.647483273039e-04	1.207826633156e-05	1.931214156989e-06
1869                	9.964945301238e-06	1.644764132975e-04	1.206571009411e-05	1.989083615956e-06
1870                	9.988778454038e-06	1.642628368147e-04	1.205277143107e-05	2.045591249712e-06
1871                	9.997564278156e-06	1.641085661149e-04	1.203936344507e-05	1.926979887495e-06
1872                	1.000724412505e-05	1.638345182887e-04	1.202689980240e-05	1.984696502714e-06
1873                	9.896911695048e-06	1.636197411088e-04	1.201405405241e-05	2.040496828439e-06
1874                	9.976944990748e-06	1.634642368170e-04	1.200075674354e-05	1.923952838306e-06
1875                	9.998390664922e-06	1.631893728522e-04	1.198834393528e-05	1.980801480190e-06
1876                	1.001043908211e-05	1.629749773937e-04	1.197552876947e-05	2.036474557260e-06
1877                	9.898878601007e-06	1.628204307793e-04	1.196225955970e-05	1.918860969505e-06
1878                	9.965534088971e-06	1.625470085978e-04	1.194986270167e-05	1.974401184554e-06
1879                	9.984420283863e-06	1.623339228113e-04	1.193706196054e-05	2.028490622333e-06
1880                	1.000514854369e-05	1.621824519768e-04	1.192384175881e-05	1.930765286039e-06
